qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,name,year,code,surname
9705,1101,848,3,23,13,1:42.171,1:41.818,\N,Azerbaijan Grand Prix,2023,ALB,Albon
9723,1102,848,3,23,11,1:28.234,1:27.795,\N,Miami Grand Prix,2023,ALB,Albon
9745,1104,848,3,23,13,1:12.706,1:12.527,\N,Monaco Grand Prix,2023,ALB,Albon
9770,1105,848,3,23,18,1:14.063,\N,\N,Spanish Grand Prix,2023,ALB,Albon
9782,1106,848,3,23,10,1:21.938,1:18.725,\N,Canadian Grand Prix,2023,ALB,Albon
9802,1107,848,3,23,10,1:05.673,1:05.387,1:05.823,Austrian Grand Prix,2023,ALB,Albon
9820,1108,848,3,23,8,1:29.466,1:28.067,1:27.530,British Grand Prix,2023,ALB,Albon
9848,1109,848,3,23,16,1:18.917,\N,\N,Hungarian Grand Prix,2023,ALB,Albon
9868,1110,848,3,23,16,2:00.314,\N,\N,Belgian Grand Prix,2023,ALB,Albon
9876,1111,848,3,23,4,1:20.939,1:19.399,1:11.419,Dutch Grand Prix,2023,ALB,Albon
9898,1112,848,3,23,6,1:21.661,1:21.272,1:20.760,Italian Grand Prix,2023,ALB,Albon
9926,1113,848,3,23,14,1:32.668,1:33.719,\N,Singapore Grand Prix,2023,ALB,Albon
9945,1114,848,3,23,13,1:30.941,1:30.537,\N,Japanese Grand Prix,2023,ALB,Albon
9966,1115,848,3,23,14,1:26.118,1:25.707,\N,Qatar Grand Prix,2023,ALB,Albon
9990,1116,848,3,23,18,1:36.315,\N,\N,United States Grand Prix,2023,ALB,Albon
10006,1117,848,3,23,14,1:18.828,1:19.147,\N,Mexico City Grand Prix,2023,ALB,Albon
10027,1118,848,3,23,15,1:10.621,1:10.840,\N,São Paulo Grand Prix,2023,ALB,Albon
10038,1119,848,3,23,6,1:34.634,1:33.588,1:33.323,Las Vegas Grand Prix,2023,ALB,Albon
10066,1120,848,3,23,14,1:24.298,1:24.439,,Abu Dhabi Grand Prix,2023,ALB,Albon
10085,1121,848,3,23,13,1:30.397,1:30.221,\N,Bahrain Grand Prix,2024,ALB,Albon
10104,1122,848,3,23,12,1:29.107,1:28.980,,Saudi Arabian Grand Prix,2024,ALB,Albon
10124,1123,848,3,23,12,1:17.130,1:17.167,\N,Australian Grand Prix,2024,ALB,Albon
10145,1124,848,3,23,14,1:29.963,1:29.714,\N,Japanese Grand Prix,2024,ALB,Albon
10165,1125,848,3,23,14,1:35.384,1:35.241,\N,Chinese Grand Prix,2024,ALB,Albon
10185,1126,848,3,23,14,1:28.343,1:28.413,\N,Miami Grand Prix,2024,ALB,Albon
10205,1127,848,3,23,14,1:16.524,1:16.200,,Emilia Romagna Grand Prix,2024,ALB,Albon
10220,1128,848,3,23,9,1:11.623,1:11.216,1:10.948,Monaco Grand Prix,2024,ALB,Albon
10241,1129,848,3,23,10,1:12.896,1:12.485,1:12.796,Canadian Grand Prix,2024,ALB,Albon
10270,1130,848,3,23,19,1:13.153,\N,\N,Spanish Grand Prix,2024,ALB,Albon
10287,1131,848,3,23,16,1:05.736,\N,\N,Austrian Grand Prix,2024,ALB,Albon
10300,1132,848,3,23,9,1:31.135,1:26.933,1:26.640,British Grand Prix,2024,ALB,Albon
